,customer_name,gender,age,city,state,order_date,delivery_date,sales_id,price_per_unit,quantity,total_price,product_type,product_name,size,colour,stock,month,delivery_days
17,Fedora Dmych,Bigender,78,Taylorburgh,South Australia,2021-06-19,2021-07-01,631,102,2,204,Jacket,Windbreaker,S,indigo,62,6,12
18,Fedora Dmych,Bigender,78,Taylorburgh,South Australia,2021-06-19,2021-07-01,632,106,2,212,Trousers,Wool,XL,orange,56,6,12
19,Fedora Dmych,Bigender,78,Taylorburgh,South Australia,2021-06-19,2021-07-01,633,119,2,238,Shirt,Casual Slim Fit,M,blue,61,6,12
20,Fedora Dmych,Bigender,78,Taylorburgh,South Australia,2021-06-19,2021-07-01,634,113,2,226,Trousers,Chinos,XS,red,69,6,12
21,Fedora Dmych,Bigender,78,Taylorburgh,South Australia,2021-06-19,2021-07-01,635,98,2,196,Shirt,Camp Collared,XS,yellow,55,6,12
22,Fedora Dmych,Bigender,78,Taylorburgh,South Australia,2021-06-19,2021-07-01,636,93,3,279,Jacket,Coach,L,blue,80,6,12
23,Fedora Dmych,Bigender,78,Taylorburgh,South Australia,2021-06-19,2021-07-01,637,105,1,105,Trousers,Pleated,XL,red,58,6,12
24,Marabel Swinfon,Male,42,Maddisonmouth,Queensland,2021-09-28,2021-10-13,1980,102,1,102,Jacket,Windbreaker,L,yellow,70,9,15
25,Marabel Swinfon,Male,42,Maddisonmouth,Queensland,2021-09-28,2021-10-13,1981,118,1,118,Jacket,Puffer,M,green,72,9,15
26,Marabel Swinfon,Male,42,Maddisonmouth,Queensland,2021-09-28,2021-10-13,1982,112,1,112,Jacket,Cardigan,S,green,62,9,15
27,Avril Rossiter,Genderfluid,34,Kiehnburgh,Western Australia,2021-08-24,2021-09-07,973,109,3,327,Jacket,Peacoat,L,blue,64,8,14
28,Avril Rossiter,Genderfluid,34,Kiehnburgh,Western Australia,2021-08-24,2021-09-07,974,99,2,198,Trousers,High-Waisted,L,red,52,8,14
29,Avril Rossiter,Genderfluid,34,Kiehnburgh,Western Australia,2021-08-24,2021-09-07,975,97,2,194,Trousers,Slim-Fit,XL,green,67,8,14
30,Avril Rossiter,Genderfluid,34,Kiehnburgh,Western Australia,2021-08-24,2021-09-07,976,92,2,184,Shirt,Denim,XS,violet,73,8,14
31,Avril Rossiter,Genderfluid,34,Kiehnburgh,Western Australia,2021-08-24,2021-09-07,977,113,3,339,Trousers,Chinos,M,red,54,8,14
32,Avril Rossiter,Genderfluid,34,Kiehnburgh,Western Australia,2021-08-24,2021-09-07,978,106,1,106,Trousers,Wool,M,yellow,43,8,14
33,Avril Rossiter,Genderfluid,34,Kiehnburgh,Western Australia,2021-04-14,2021-04-28,4975,100,3,300,Jacket,Bomber,XL,red,62,4,14
34,Avril Rossiter,Genderfluid,34,Kiehnburgh,Western Australia,2021-04-14,2021-04-28,4976,117,1,117,Jacket,Shearling,M,violet,74,4,14
35,Avril Rossiter,Genderfluid,34,Kiehnburgh,Western Australia,2021-04-14,2021-04-28,4977,98,1,98,Jacket,Leather,S,yellow,41,4,14
36,Avril Rossiter,Genderfluid,34,Kiehnburgh,Western Australia,2021-04-14,2021-04-28,4978,109,2,218,Jacket,Peacoat,S,blue,50,4,14
37,Avril Rossiter,Genderfluid,34,Kiehnburgh,Western Australia,2021-04-14,2021-04-28,4979,96,3,288,Shirt,Oxford Cloth,XL,blue,60,4,14
38,Avril Rossiter,Genderfluid,34,Kiehnburgh,Western Australia,2021-04-14,2021-04-28,4980,106,1,106,Shirt,Chambray,XL,violet,54,4,14
39,Gabbie Aldwinckle,Male,75,New Kai,Victoria,2021-10-18,2021-11-13,4439,102,2,204,Jacket,Windbreaker,S,blue,41,10,26
40,Gabbie Aldwinckle,Male,75,New Kai,Victoria,2021-10-18,2021-11-13,4440,96,3,288,Trousers,Drawstring,XS,blue,45,10,26
41,Gabbie Aldwinckle,Male,75,New Kai,Victoria,2021-10-18,2021-11-13,4441,105,2,210,Trousers,Pleated,M,violet,45,10,26
42,Gabbie Aldwinckle,Male,75,New Kai,Victoria,2021-10-18,2021-11-13,4442,106,3,318,Trousers,Wool,M,violet,51,10,26
43,Gabbie Aldwinckle,Male,75,New Kai,Victoria,2021-10-18,2021-11-13,4443,118,2,236,Shirt,Flannel,S,red,59,10,26
44,Chan Duchesne,Male,79,Walterland,New South Wales,2021-01-22,2021-02-15,924,106,1,106,Shirt,Chambray,XL,orange,57,1,24
45,Chan Duchesne,Male,79,Walterland,New South Wales,2021-01-22,2021-02-15,925,93,2,186,Trousers,Joggers,M,indigo,66,1,24
46,Chan Duchesne,Male,79,Walterland,New South Wales,2021-01-22,2021-02-15,926,92,2,184,Shirt,Denim,XS,indigo,79,1,24
47,Chan Duchesne,Male,79,Walterland,New South Wales,2021-01-22,2021-02-15,927,118,1,118,Shirt,Flannel,XL,red,72,1,24
48,Chan Duchesne,Male,79,Walterland,New South Wales,2021-01-22,2021-02-15,928,96,2,192,Shirt,Oxford Cloth,L,blue,59,1,24
49,Chan Duchesne,Male,79,Walterland,New South Wales,2021-01-22,2021-02-15,929,105,1,105,Shirt,Cuban Collar,M,red,53,1,24
50,Chan Duchesne,Male,79,Walterland,New South Wales,2021-02-26,2021-03-08,1745,112,2,224,Jacket,Cardigan,XS,indigo,70,2,10
51,Chan Duchesne,Male,79,Walterland,New South Wales,2021-02-26,2021-03-08,1746,109,1,109,Shirt,Mandarin Collar,XL,orange,59,2,10
52,Chan Duchesne,Male,79,Walterland,New South Wales,2021-02-26,2021-03-08,1747,91,1,91,Shirt,Linen,M,orange,42,2,10
53,Chan Duchesne,Male,79,Walterland,New South Wales,2021-02-26,2021-03-08,1748,98,3,294,Jacket,Leather,XS,indigo,78,2,10
54,Chan Duchesne,Male,79,Walterland,New South Wales,2021-02-26,2021-03-08,1749,97,1,97,Trousers,Slim-Fit,S,violet,46,2,10
55,Chan Duchesne,Male,79,Walterland,New South Wales,2021-02-26,2021-03-08,1750,119,2,238,Shirt,Casual Slim Fit,XL,blue,68,2,10
56,Chan Duchesne,Male,79,Walterland,New South Wales,2021-02-26,2021-03-08,1751,119,3,357,Jacket,Trench Coat,L,yellow,77,2,10
57,Chadwick Cruddas,Agender,41,West Bailey,Victoria,2021-04-13,2021-04-27,1318,96,1,96,Trousers,Drawstring,M,violet,73,4,14
58,Chadwick Cruddas,Agender,41,West Bailey,Victoria,2021-04-13,2021-04-27,1319,102,2,204,Trousers,Cargo Pants,XS,blue,73,4,14
59,Chadwick Cruddas,Agender,41,West Bailey,Victoria,2021-04-13,2021-04-27,1320,118,3,354,Shirt,Flannel,L,red,77,4,14
60,Chadwick Cruddas,Agender,41,West Bailey,Victoria,2021-04-13,2021-04-27,1321,112,1,112,Trousers,Tracksuit Bottoms,XS,red,55,4,14
61,Chadwick Cruddas,Agender,41,West Bailey,Victoria,2021-04-13,2021-04-27,1322,102,3,306,Jacket,Windbreaker,L,blue,41,4,14
62,Chadwick Cruddas,Agender,41,West Bailey,Victoria,2021-04-13,2021-04-27,1323,100,1,100,Jacket,Bomber,S,blue,50,4,14
63,Gigi Kalaher,Genderqueer,55,East Audrey,South Australia,2021-10-20,2021-11-03,2145,98,3,294,Shirt,Camp Collared,S,green,60,10,14
64,Gigi Kalaher,Genderqueer,55,East Audrey,South Australia,2021-10-20,2021-11-03,2146,93,1,93,Jacket,Coach,M,blue,54,10,14
65,Gigi Kalaher,Genderqueer,55,East Audrey,South Australia,2021-10-20,2021-11-03,2147,109,2,218,Jacket,Peacoat,XL,violet,42,10,14
66,Gigi Kalaher,Genderqueer,55,East Audrey,South Australia,2021-10-20,2021-11-03,2148,96,1,96,Shirt,Oxford Cloth,S,orange,72,10,14
67,Gigi Kalaher,Genderqueer,55,East Audrey,South Australia,2021-03-10,2021-03-22,3177,112,1,112,Trousers,Tracksuit Bottoms,XL,blue,68,3,12
68,Gigi Kalaher,Genderqueer,55,East Audrey,South Australia,2021-03-10,2021-03-22,3178,96,1,96,Shirt,Oxford Cloth,XS,indigo,61,3,12
69,Gigi Kalaher,Genderqueer,55,East Audrey,South Australia,2021-03-10,2021-03-22,3179,91,2,182,Shirt,Linen,S,blue,77,3,12
70,Gigi Kalaher,Genderqueer,55,East Audrey,South Australia,2021-03-10,2021-03-22,3180,90,1,90,Trousers,Relaxed Leg,XL,blue,40,3,12
71,Gigi Kalaher,Genderqueer,55,East Audrey,South Australia,2021-03-10,2021-03-22,3181,113,3,339,Trousers,Chinos,XS,red,69,3,12
72,Seana Hearons,Non-binary,31,South Callum,Tasmania,2021-05-19,2021-05-28,1873,102,1,102,Trousers,Cargo Pants,XS,indigo,51,5,9
73,Seana Hearons,Non-binary,31,South Callum,Tasmania,2021-05-19,2021-05-28,1874,106,3,318,Trousers,Wool,S,indigo,45,5,9
74,Seana Hearons,Non-binary,31,South Callum,Tasmania,2021-05-19,2021-05-28,1875,98,2,196,Shirt,Camp Collared,M,blue,65,5,9
75,Seana Hearons,Non-binary,31,South Callum,Tasmania,2021-05-19,2021-05-28,1876,106,3,318,Shirt,Chambray,XS,indigo,75,5,9
76,Seana Hearons,Non-binary,31,South Callum,Tasmania,2021-05-19,2021-05-28,1877,97,1,97,Trousers,Slim-Fit,L,blue,49,5,9
77,Seana Hearons,Non-binary,31,South Callum,Tasmania,2021-05-19,2021-05-28,1878,113,2,226,Trousers,Chinos,S,yellow,40,5,9
78,Seana Hearons,Non-binary,31,South Callum,Tasmania,2021-05-19,2021-05-28,1879,112,1,112,Jacket,Cardigan,L,violet,66,5,9
79,Seana Hearons,Non-binary,31,South Callum,Tasmania,2021-05-19,2021-05-28,1880,92,1,92,Shirt,Denim,S,blue,47,5,9
80,Seana Hearons,Non-binary,31,South Callum,Tasmania,2021-05-13,2021-05-14,3065,112,2,224,Jacket,Cardigan,XS,blue,54,5,1
81,Seana Hearons,Non-binary,31,South Callum,Tasmania,2021-05-13,2021-05-14,3066,106,2,212,Shirt,Chambray,XS,orange,76,5,1
82,Seana Hearons,Non-binary,31,South Callum,Tasmania,2021-05-13,2021-05-14,3067,112,1,112,Trousers,Tracksuit Bottoms,M,indigo,59,5,1
83,Seana Hearons,Non-binary,31,South Callum,Tasmania,2021-05-13,2021-05-14,3068,107,3,321,Jacket,Denim,M,red,43,5,1
84,Seana Hearons,Non-binary,31,South Callum,Tasmania,2021-01-07,2021-01-20,3293,117,1,117,Jacket,Shearling,S,orange,53,1,13
85,Seana Hearons,Non-binary,31,South Callum,Tasmania,2021-01-07,2021-01-20,3294,105,1,105,Shirt,Cuban Collar,M,violet,67,1,13
86,Blayne Sabatier,Non-binary,20,Maxberg,Victoria,2021-03-15,2021-03-30,3310,91,3,273,Jacket,Pullover,L,green,72,3,15
87,Blayne Sabatier,Non-binary,20,Maxberg,Victoria,2021-03-15,2021-03-30,3311,119,2,238,Shirt,Casual Slim Fit,L,red,78,3,15
88,Blayne Sabatier,Non-binary,20,Maxberg,Victoria,2021-03-15,2021-03-30,3312,102,3,306,Trousers,Cargo Pants,XL,indigo,64,3,15
89,Blayne Sabatier,Non-binary,20,Maxberg,Victoria,2021-03-15,2021-03-30,3313,97,3,291,Trousers,Slim-Fit,XS,yellow,59,3,15
90,Blayne Sabatier,Non-binary,20,Maxberg,Victoria,2021-03-15,2021-03-30,3314,104,3,312,Shirt,Dress,L,yellow,56,3,15
91,Blayne Sabatier,Non-binary,20,Maxberg,Victoria,2021-03-15,2021-03-30,3315,118,1,118,Jacket,Puffer,S,indigo,62,3,15
92,Blayne Sabatier,Non-binary,20,Maxberg,Victoria,2021-03-15,2021-03-30,3316,93,1,93,Trousers,Joggers,XL,indigo,66,3,15
93,Blayne Sabatier,Non-binary,20,Maxberg,Victoria,2021-03-15,2021-03-30,3317,118,3,354,Jacket,Puffer,L,blue,48,3,15
94,Blayne Sabatier,Non-binary,20,Maxberg,Victoria,2021-03-15,2021-03-30,3318,94,1,94,Trousers,Cords,L,indigo,62,3,15
95,Blayne Sabatier,Non-binary,20,Maxberg,Victoria,2021-03-15,2021-03-30,3319,106,1,106,Shirt,Chambray,XL,red,42,3,15
96,Blayne Sabatier,Non-binary,20,Maxberg,Victoria,2021-03-15,2021-03-30,3320,118,3,354,Shirt,Flannel,M,orange,68,3,15
97,Alair Grimwad,Female,32,North Mia,Tasmania,2021-05-23,2021-06-13,2553,100,1,100,Jacket,Bomber,S,green,54,5,21
98,Alair Grimwad,Female,32,North Mia,Tasmania,2021-05-23,2021-06-13,2554,106,3,318,Trousers,Wool,M,indigo,56,5,21
99,Alair Grimwad,Female,32,North Mia,Tasmania,2021-05-23,2021-06-13,2555,117,1,117,Jacket,Shearling,M,yellow,60,5,21
100,Alair Grimwad,Female,32,North Mia,Tasmania,2021-05-23,2021-06-13,2556,93,2,186,Trousers,Joggers,M,orange,52,5,21
101,Alair Grimwad,Female,32,North Mia,Tasmania,2021-05-23,2021-06-13,2557,109,1,109,Shirt,Mandarin Collar,S,violet,73,5,21
102,Alair Grimwad,Female,32,North Mia,Tasmania,2021-05-23,2021-06-13,2558,99,1,99,Trousers,High-Waisted,S,indigo,79,5,21
103,Alair Grimwad,Female,32,North Mia,Tasmania,2021-05-23,2021-06-13,2559,113,3,339,Trousers,Chinos,XS,blue,69,5,21
104,Ernaline Luce,Genderqueer,75,Olivershire,Victoria,2021-04-22,2021-05-08,3032,98,2,196,Jacket,Leather,S,yellow,41,4,16
105,Ernaline Luce,Genderqueer,75,Olivershire,Victoria,2021-04-22,2021-05-08,3033,98,3,294,Shirt,Camp Collared,S,blue,75,4,16
106,Ernaline Luce,Genderqueer,75,Olivershire,Victoria,2021-04-22,2021-05-08,3034,94,3,282,Trousers,Cords,XS,indigo,47,4,16
107,Ernaline Luce,Genderqueer,75,Olivershire,Victoria,2021-04-22,2021-05-08,3035,98,1,98,Shirt,Camp Collared,M,red,64,4,16
108,Ernaline Luce,Genderqueer,75,Olivershire,Victoria,2021-04-22,2021-05-08,3036,90,3,270,Trousers,Relaxed Leg,L,green,62,4,16
109,Ernaline Luce,Genderqueer,75,Olivershire,Victoria,2021-04-22,2021-05-08,3037,113,1,113,Trousers,Chinos,M,violet,54,4,16
110,Timothy Compston,Genderqueer,50,New Oliverside,New South Wales,2021-08-04,2021-08-09,2749,104,3,312,Shirt,Dress,L,indigo,71,8,5
111,Timothy Compston,Genderqueer,50,New Oliverside,New South Wales,2021-08-04,2021-08-09,2750,119,2,238,Jacket,Trench Coat,M,orange,43,8,5
112,Timothy Compston,Genderqueer,50,New Oliverside,New South Wales,2021-08-04,2021-08-09,2751,119,1,119,Shirt,Casual Slim Fit,XL,yellow,78,8,5
113,Timothy Compston,Genderqueer,50,New Oliverside,New South Wales,2021-08-04,2021-08-09,2752,112,2,224,Jacket,Cardigan,L,indigo,40,8,5
114,Timothy Compston,Genderqueer,50,New Oliverside,New South Wales,2021-08-04,2021-08-09,2753,112,3,336,Trousers,Tracksuit Bottoms,L,orange,73,8,5
115,Timothy Compston,Genderqueer,50,New Oliverside,New South Wales,2021-08-04,2021-08-09,2754,118,1,118,Shirt,Flannel,M,indigo,69,8,5
116,Jayme Turvie,Polygender,55,Lake Alanafort,Western Australia,2021-05-16,2021-06-06,3739,109,3,327,Jacket,Peacoat,L,orange,45,5,21
117,Jayme Turvie,Polygender,55,Lake Alanafort,Western Australia,2021-05-16,2021-06-06,3740,91,2,182,Shirt,Linen,M,indigo,72,5,21
118,Jayme Turvie,Polygender,55,Lake Alanafort,Western Australia,2021-05-16,2021-06-06,3741,119,2,238,Shirt,Casual Slim Fit,XS,blue,55,5,21
119,Jayme Turvie,Polygender,55,Lake Alanafort,Western Australia,2021-05-16,2021-06-06,3742,102,3,306,Trousers,Cargo Pants,L,yellow,71,5,21
120,Jayme Turvie,Polygender,55,Lake Alanafort,Western Australia,2021-05-16,2021-06-06,3743,106,2,212,Trousers,Wool,S,yellow,69,5,21
121,Hadley Baddam,Non-binary,79,West Noah,Queensland,2021-10-10,2021-10-15,1012,102,2,204,Jacket,Windbreaker,S,yellow,66,10,5
122,Hadley Baddam,Non-binary,79,West Noah,Queensland,2021-10-10,2021-10-15,1013,106,2,212,Shirt,Chambray,S,blue,61,10,5
123,Hadley Baddam,Non-binary,79,West Noah,Queensland,2021-10-10,2021-10-15,1014,94,1,94,Trousers,Cords,XS,blue,60,10,5
124,Hadley Baddam,Non-binary,79,West Noah,Queensland,2021-10-10,2021-10-15,1015,109,1,109,Jacket,Peacoat,XL,orange,69,10,5
125,Hadley Baddam,Non-binary,79,West Noah,Queensland,2021-10-10,2021-10-15,1016,106,1,106,Trousers,Wool,S,indigo,45,10,5
126,Hadley Baddam,Non-binary,79,West Noah,Queensland,2021-10-10,2021-10-15,1017,118,3,354,Jacket,Puffer,S,violet,46,10,5
127,Hadley Baddam,Non-binary,79,West Noah,Queensland,2021-07-09,2021-07-23,1099,119,2,238,Jacket,Trench Coat,S,yellow,59,7,14
128,Hadley Baddam,Non-binary,79,West Noah,Queensland,2021-07-09,2021-07-23,1100,102,3,306,Trousers,Cargo Pants,L,orange,78,7,14
129,Hadley Baddam,Non-binary,79,West Noah,Queensland,2021-07-09,2021-07-23,1101,98,1,98,Shirt,Camp Collared,S,violet,80,7,14
130,Hadley Baddam,Non-binary,79,West Noah,Queensland,2021-07-09,2021-07-23,1102,97,1,97,Trousers,Slim-Fit,M,indigo,67,7,14
131,Hadley Baddam,Non-binary,79,West Noah,Queensland,2021-07-09,2021-07-23,1103,113,3,339,Trousers,Chinos,XS,blue,69,7,14
132,Hadley Baddam,Non-binary,79,West Noah,Queensland,2021-07-09,2021-07-23,1104,113,2,226,Jacket,Parka,L,green,55,7,14
133,Hadley Baddam,Non-binary,79,West Noah,Queensland,2021-07-09,2021-07-23,1105,94,2,188,Trousers,Cords,XS,indigo,47,7,14
134,Hadley Baddam,Non-binary,79,West Noah,Queensland,2021-07-09,2021-07-23,1106,102,2,204,Jacket,Windbreaker,M,blue,70,7,14
135,Hadley Baddam,Non-binary,79,West Noah,Queensland,2021-07-09,2021-07-23,1107,102,1,102,Jacket,Windbreaker,M,indigo,56,7,14
136,Ninon Corteney,Non-binary,55,Sauerfort,Western Australia,2021-09-11,2021-09-12,1294,95,1,95,Shirt,Polo,M,orange,67,9,1
137,Ninon Corteney,Non-binary,55,Sauerfort,Western Australia,2021-09-11,2021-09-12,1295,105,2,210,Shirt,Cuban Collar,L,green,58,9,1
138,Ninon Corteney,Non-binary,55,Sauerfort,Western Australia,2021-09-11,2021-09-12,1296,94,3,282,Shirt,Henley,M,blue,42,9,1
139,Ninon Corteney,Non-binary,55,Sauerfort,Western Australia,2021-09-11,2021-09-12,1297,93,3,279,Trousers,Joggers,XL,green,56,9,1
140,Adamo Saddington,Male,80,Port Lucas,Queensland,2021-09-26,2021-10-18,4241,105,2,210,Trousers,Pleated,M,violet,45,9,22
141,Adamo Saddington,Male,80,Port Lucas,Queensland,2021-09-26,2021-10-18,4242,92,3,276,Shirt,Denim,XL,indigo,58,9,22
142,Adamo Saddington,Male,80,Port Lucas,Queensland,2021-09-26,2021-10-18,4243,90,3,270,Trousers,Relaxed Leg,XL,orange,80,9,22
143,Adamo Saddington,Male,80,Port Lucas,Queensland,2021-09-26,2021-10-18,4244,92,1,92,Shirt,Denim,XL,violet,73,9,22
144,Adamo Saddington,Male,80,Port Lucas,Queensland,2021-09-26,2021-10-18,4245,100,3,300,Jacket,Bomber,S,indigo,41,9,22
145,Adamo Saddington,Male,80,Port Lucas,Queensland,2021-08-24,2021-09-02,4724,97,2,194,Trousers,Slim-Fit,M,indigo,67,8,9
146,Adamo Saddington,Male,80,Port Lucas,Queensland,2021-08-24,2021-09-02,4725,112,1,112,Trousers,Tracksuit Bottoms,S,blue,48,8,9
147,Adamo Saddington,Male,80,Port Lucas,Queensland,2021-08-24,2021-09-02,4726,92,1,92,Shirt,Denim,S,green,49,8,9
148,Adamo Saddington,Male,80,Port Lucas,Queensland,2021-08-24,2021-09-02,4727,94,1,94,Trousers,Cords,S,blue,59,8,9
149,Regan Gronaller,Polygender,59,Port Claudia,New South Wales,2021-05-09,2021-05-29,3650,93,3,279,Jacket,Coach,XS,blue,51,5,20
150,Regan Gronaller,Polygender,59,Port Claudia,New South Wales,2021-05-09,2021-05-29,3651,102,1,102,Trousers,Cargo Pants,M,blue,64,5,20
151,Regan Gronaller,Polygender,59,Port Claudia,New South Wales,2021-05-09,2021-05-29,3652,95,2,190,Shirt,Polo,L,violet,76,5,20
152,Regan Gronaller,Polygender,59,Port Claudia,New South Wales,2021-02-20,2021-02-28,3773,119,1,119,Shirt,Casual Slim Fit,XL,orange,53,2,8
153,Regan Gronaller,Polygender,59,Port Claudia,New South Wales,2021-02-20,2021-02-28,3774,109,1,109,Jacket,Peacoat,M,orange,47,2,8
154,Regan Gronaller,Polygender,59,Port Claudia,New South Wales,2021-02-20,2021-02-28,3775,106,3,318,Trousers,Wool,L,red,74,2,8
155,Hana Stitch,Male,65,Port Ella,New South Wales,2021-08-22,2021-09-12,1559,96,1,96,Trousers,Drawstring,XS,violet,62,8,21
156,Hana Stitch,Male,65,Port Ella,New South Wales,2021-08-22,2021-09-12,1560,112,3,336,Jacket,Cardigan,S,red,47,8,21
157,Hana Stitch,Male,65,Port Ella,New South Wales,2021-08-22,2021-09-12,1561,102,3,306,Trousers,Cargo Pants,M,green,78,8,21
158,Hana Stitch,Male,65,Port Ella,New South Wales,2021-08-22,2021-09-12,1562,112,3,336,Trousers,Tracksuit Bottoms,XS,yellow,76,8,21
159,Hana Stitch,Male,65,Port Ella,New South Wales,2021-08-22,2021-09-12,1563,117,1,117,Jacket,Shearling,S,violet,49,8,21
160,Hana Stitch,Male,65,Port Ella,New South Wales,2021-08-22,2021-09-12,1564,113,2,226,Trousers,Chinos,XL,red,71,8,21
161,Horatius Genever,Genderqueer,37,Gabriellatown,Victoria,2021-01-24,2021-02-07,3883,100,2,200,Jacket,Bomber,XL,violet,53,1,14
162,Horatius Genever,Genderqueer,37,Gabriellatown,Victoria,2021-01-24,2021-02-07,3884,98,3,294,Jacket,Leather,S,yellow,41,1,14
163,Horatius Genever,Genderqueer,37,Gabriellatown,Victoria,2021-01-24,2021-02-07,3885,98,1,98,Jacket,Leather,S,red,80,1,14
164,Horatius Genever,Genderqueer,37,Gabriellatown,Victoria,2021-01-24,2021-02-07,3886,102,2,204,Trousers,Cargo Pants,M,indigo,51,1,14
165,Horatius Genever,Genderqueer,37,Gabriellatown,Victoria,2021-01-24,2021-02-07,3887,106,2,212,Shirt,Chambray,XS,blue,76,1,14
166,Horatius Genever,Genderqueer,37,Gabriellatown,Victoria,2021-01-24,2021-02-07,3888,91,1,91,Jacket,Pullover,XS,yellow,65,1,14
167,Avivah Chipchase,Bigender,60,Eliburgh,Tasmania,2021-07-18,2021-07-31,3941,97,1,97,Trousers,Slim-Fit,S,blue,49,7,13
168,Avivah Chipchase,Bigender,60,Eliburgh,Tasmania,2021-07-18,2021-07-31,3942,104,2,208,Shirt,Dress,L,violet,74,7,13
169,Avivah Chipchase,Bigender,60,Eliburgh,Tasmania,2021-07-18,2021-07-31,3943,102,2,204,Jacket,Windbreaker,L,green,62,7,13
170,Avivah Chipchase,Bigender,60,Eliburgh,Tasmania,2021-07-18,2021-07-31,3944,93,3,279,Trousers,Joggers,M,indigo,66,7,13
171,Avivah Chipchase,Bigender,60,Eliburgh,Tasmania,2021-07-18,2021-07-31,3945,119,1,119,Shirt,Casual Slim Fit,M,yellow,76,7,13
172,Avivah Chipchase,Bigender,60,Eliburgh,Tasmania,2021-07-18,2021-07-31,3946,94,2,188,Shirt,Henley,S,orange,46,7,13
173,Avivah Chipchase,Bigender,60,Eliburgh,Tasmania,2021-07-18,2021-07-31,3947,99,1,99,Trousers,High-Waisted,M,indigo,61,7,13
174,Vicki Stockwell,Male,27,Leofurt,Australian Capital Territory,2021-08-22,2021-08-23,4649,94,3,282,Shirt,Henley,M,violet,44,8,1
175,Vicki Stockwell,Male,27,Leofurt,Australian Capital Territory,2021-08-22,2021-08-23,4650,117,1,117,Jacket,Shearling,S,green,66,8,1
176,Meris Twitty,Agender,68,Bartolettiside,Australian Capital Territory,2021-04-14,2021-04-24,1752,118,2,236,Shirt,Flannel,M,red,68,4,10
177,Meris Twitty,Agender,68,Bartolettiside,Australian Capital Territory,2021-04-14,2021-04-24,1753,92,2,184,Shirt,Denim,XL,indigo,58,4,10
178,Meris Twitty,Agender,68,Bartolettiside,Australian Capital Territory,2021-04-14,2021-04-24,1754,94,1,94,Shirt,Henley,XL,indigo,52,4,10
179,Meris Twitty,Agender,68,Bartolettiside,Australian Capital Territory,2021-04-14,2021-04-24,1755,98,2,196,Shirt,Camp Collared,XS,indigo,64,4,10
180,Jarrett Brumby,Polygender,54,Lake Nicholasfurt,Western Australia,2021-08-04,2021-08-09,2034,93,1,93,Jacket,Coach,XS,violet,58,8,5
181,Jarrett Brumby,Polygender,54,Lake Nicholasfurt,Western Australia,2021-08-04,2021-08-09,2035,90,1,90,Trousers,Relaxed Leg,XL,violet,42,8,5
